location_id,osm_element,osm_id,name,name_en,name_ar,display_name,map_name,category,amenity,healthcare,emergency,address,latitude,longitude,source,is_medical,is_emergency,is_candidate_hub,name_norm,lat_round5,lon_round5,possible_duplicate,osm_completeness_score
OSM_WAY_520905277,way,520905277,مركز صحي هجلة,al-Najlan Healthcare Center,مركز صحي هجلة,al-Najlan Healthcare Center,al-Najlan Healthcare Center,doctors,doctors,doctor,,,21.41172695007264,39.82137533748169,OpenStreetMap,True,False,False,alnajlan healthcare center,21.41173,39.82138,False,80
OSM_WAY_589738245,way,589738245,مركز صحي الشافعي,,,مركز صحي الشافعي,مركز صحي الشافعي,hospital,hospital,hospital,,,21.366836045366952,39.77325078563394,OpenStreetMap,True,True,True,مركز صحي الشافعي,21.36684,39.77325,False,80
OSM_WAY_670889758,way,670889758,الهلال الاحمر,Red Crescent,الهلال الاحمر,Red Crescent,Red Crescent,hospital,hospital,hospital,,,21.422420500030203,39.82310754985782,OpenStreetMap,True,True,True,red crescent,21.42242,39.82311,False,80
OSM_WAY_676402012,way,676402012,المركز الطبي الجامعي,University Medical Center,المركز الطبي الجامعي,University Medical Center,University Medical Center,hospital,hospital,hospital,,,21.408916536018644,39.86400413557941,OpenStreetMap,True,True,True,university medical center,21.40892,39.864,False,80
OSM_WAY_715061903,way,715061903,مركز صحي منى 16,,مركز صحي منى 16,مركز صحي منى 16,مركز صحي منى 16,clinic,clinic,clinic,,,21.418322657429414,39.88264772451858,OpenStreetMap,True,False,False,مركز صحي منى 16,21.41832,39.88265,False,80
OSM_WAY_715063833,way,715063833,مركز صحي منى 6,Clinic - 6 Health Care Center,مركز صحي منى 6,Clinic - 6 Health Care Center,Clinic - 6 Health Care Center,clinic,clinic,clinic,,,21.41475345252232,39.88676438252126,OpenStreetMap,True,False,False,clinic 6 health care center,21.41475,39.88676,False,80
OSM_WAY_715072278,way,715072278,مركز صحي منى 3,,مركز صحي منى 3,مركز صحي منى 3,مركز صحي منى 3,clinic,clinic,clinic,,,21.408937253033976,39.88822598079529,OpenStreetMap,True,False,False,مركز صحي منى 3,21.40894,39.88823,False,80
OSM_WAY_718113483,way,718113483,مستشفى الحرس الوطني الميداني,National Guard Hospital,مستشفى الحرس الوطني الميداني,National Guard Hospital,National Guard Hospital,hospital,hospital,hospital,,,21.405893675544224,39.89207000859229,OpenStreetMap,True,True,True,national guard hospital,21.40589,39.89207,False,80
OSM_WAY_718200601,way,718200601,مركز صحي منى 4,,مركز صحي منى 4,مركز صحي منى 4,مركز صحي منى 4,clinic,clinic,clinic,,,21.40679850093224,39.893187533492956,OpenStreetMap,True,False,False,مركز صحي منى 4,21.4068,39.89319,False,80
OSM_WAY_722030956,way,722030956,Clinic 12 - Health Care Center,,,Clinic 12 - Health Care Center,Clinic 12 - Health Care Center,clinic,clinic,clinic,,,21.34711505348994,39.97235505833844,OpenStreetMap,True,False,False,clinic 12 health care center,21.34712,39.97236,False,80
OSM_WAY_722032704,way,722032704,Clinic 13 - Health Care Center,,,Clinic 13 - Health Care Center,Clinic 13 - Health Care Center,clinic,clinic,clinic,,,21.348787561736174,39.96972133101298,OpenStreetMap,True,False,False,clinic 13 health care center,21.34879,39.96972,False,80
OSM_WAY_722033509,way,722033509,Clinic 14 - Health Care Center,,,Clinic 14 - Health Care Center,Clinic 14 - Health Care Center,clinic,clinic,clinic,,,21.349603569164373,39.96976804784772,OpenStreetMap,True,False,False,clinic 14 health care center,21.3496,39.96977,False,80
OSM_WAY_722048384,way,722048384,Clinic 44 - Health Care Center,,,Clinic 44 - Health Care Center,Clinic 44 - Health Care Center,clinic,clinic,clinic,,,21.370760399984945,39.985506659172124,OpenStreetMap,True,False,False,clinic 44 health care center,21.37076,39.98551,False,80
OSM_WAY_722048385,way,722048385,Clinic 46 - Health Care Center,,,Clinic 46 - Health Care Center,Clinic 46 - Health Care Center,clinic,clinic,clinic,,,21.37622455006148,39.986043452113854,OpenStreetMap,True,False,False,clinic 46 health care center,21.37622,39.98604,False,80
OSM_WAY_722048453,way,722048453,Clinic 41 - Health Care Center,,,Clinic 41 - Health Care Center,Clinic 41 - Health Care Center,clinic,clinic,clinic,,,21.367356199495326,39.98315859492672,OpenStreetMap,True,False,False,clinic 41 health care center,21.36736,39.98316,False,80
OSM_WAY_722802311,way,722802311,Clinic 2 - Health Care Center,,,Clinic 2 - Health Care Center,Clinic 2 - Health Care Center,clinic,clinic,clinic,,,21.343256250051777,39.960565800002676,OpenStreetMap,True,False,False,clinic 2 health care center,21.34326,39.96057,False,80
OSM_WAY_722802312,way,722802312,Clinic 1 - Health Care Center,,,Clinic 1 - Health Care Center,Clinic 1 - Health Care Center,clinic,clinic,clinic,,,21.345354088620535,39.95687696294435,OpenStreetMap,True,False,False,clinic 1 health care center,21.34535,39.95688,False,80
OSM_WAY_722802455,way,722802455,مركز صحي عرفات 7,,مركز صحي عرفات 7,مركز صحي عرفات 7,مركز صحي عرفات 7,clinic,clinic,clinic,,,21.346729145445273,39.95929510608198,OpenStreetMap,True,False,False,مركز صحي عرفات 7,21.34673,39.9593,False,80
OSM_WAY_722802456,way,722802456,Clinic 5 - Health Care Center,,,Clinic 5 - Health Care Center,Clinic 5 - Health Care Center,clinic,clinic,clinic,,,21.34390064978056,39.96353729636333,OpenStreetMap,True,False,False,clinic 5 health care center,21.3439,39.96354,False,80
OSM_WAY_722802461,way,722802461,Clinic 6 - Health Care Center,,,Clinic 6 - Health Care Center,Clinic 6 - Health Care Center,clinic,clinic,clinic,,,21.34439335993707,39.96439333378854,OpenStreetMap,True,False,False,clinic 6 health care center,21.34439,39.96439,False,80
OSM_WAY_722803185,way,722803185,Clinic 4 - Health Care Center,,,Clinic 4 - Health Care Center,Clinic 4 - Health Care Center,clinic,clinic,clinic,,,21.34332630336169,39.966548826115826,OpenStreetMap,True,False,False,clinic 4 health care center,21.34333,39.96655,False,80
OSM_WAY_722803198,way,722803198,Clinic 9 - Health Care Center,,,Clinic 9 - Health Care Center,Clinic 9 - Health Care Center,clinic,clinic,clinic,,,21.347282400055246,39.96538285000439,OpenStreetMap,True,False,False,clinic 9 health care center,21.34728,39.96538,False,80
OSM_WAY_722803254,way,722803254,Clinic 8 - Health Care Center,,,Clinic 8 - Health Care Center,Clinic 8 - Health Care Center,clinic,clinic,clinic,,,21.34914056076773,39.961755428797275,OpenStreetMap,True,False,False,clinic 8 health care center,21.34914,39.96176,False,80
OSM_WAY_725194309,way,725194309,هلال احمر الحجون,,هلال احمر الحجون,هلال احمر الحجون,هلال احمر الحجون,doctors,doctors,doctor,,,21.434536499456385,39.83021031687058,OpenStreetMap,True,False,False,هلال احمر الحجون,21.43454,39.83021,False,80
OSM_WAY_1086093256,way,1086093256,مركز مكة الطبي,Makkah Medical Center,مركز مكة الطبي,Makkah Medical Center,Makkah Medical Center,hospital,hospital,hospital,,"6765, Al Madinah Al Munawarah Road",21.494956940814124,39.793966464315474,OpenStreetMap,True,True,True,makkah medical center,21.49496,39.79397,False,100
OSM_WAY_1505593019,way,1505593019,Clinic 29 - Health Care Center,,,Clinic 29 - Health Care Center,Clinic 29 - Health Care Center,clinic,clinic,clinic,,,21.357320250157244,39.98290133328407,OpenStreetMap,True,False,False,clinic 29 health care center,21.35732,39.9829,False,80
OSM_WAY_1509716172,way,1509716172,مركز الهلال الأحمر 18,Red Crescent Center 18 - Ambulence Station,مركز الهلال الأحمر 18,Red Crescent Center 18 - Ambulence Station,Red Crescent Center 18 - Ambulence Station,doctors,doctors,doctor,,,21.370713393197732,39.98875320171606,OpenStreetMap,True,False,False,red crescent center 18 ambulence station,21.37071,39.98875,False,80
OSM_WAY_1509719738,way,1509719738,Clinic 15 - Health Care Center,,,Clinic 15 - Health Care Center,Clinic 15 - Health Care Center,clinic,clinic,clinic,,,21.350227400199913,39.97128894081816,OpenStreetMap,True,False,False,clinic 15 health care center,21.35023,39.97129,False,80
