location_id,osm_element,osm_id,name,name_en,name_ar,display_name,map_name,category,amenity,healthcare,emergency,address,latitude,longitude,source,is_medical,is_emergency,is_candidate_hub,name_norm,lat_round5,lon_round5,possible_duplicate,osm_completeness_score,dist_Haram_Makkah_km,dist_Mina_km,dist_Muzdalifah_km,dist_Arafat_km,hajj_zone,flag_possible_duplicate,flag_low_completeness,flag_other_healthcare,flag_seasonal_mismatch,flag_unnamed,needs_manual_review,hub_id,candidate_hub,operational_feasibility,drone_regulatory_approval,landing_takeoff_space,charging_capability,medical_inventory_capability,facility_type_prior,hajj_zone_relevance,osm_completeness_0_1,preliminary_suitability_score,demand_cells_within_5km,uniform_weight_covered_5km,proxy_weight_covered_5km,proxy_coverage_share_5km
OSM_WAY_133432933,way,133432933,مركز هيئة الهلال الأحمر - منى,,,مركز هيئة الهلال الأحمر - منى,مركز هيئة الهلال الأحمر - منى,ambulance_station,clinic,,ambulance_station,,21.41657955698829,39.88555948437864,OpenStreetMap,True,True,True,مركز هيئة الهلال الأحمر منى,21.41658,39.88556,False,80,6.339993539780221,0.7204397597499499,4.527023942526529,12.067628053787521,Mina,False,False,False,False,False,False,HUB_041,True,unknown,unknown,unknown,unknown,unknown,1.0,1.0,0.8,96.00000000000001,203,203.0,283.4638436482084,0.4121315965947192
OSM_WAY_136525017,way,136525017,Mina Al-Wadi Hospital,Mina Al-Wadi Hospital,,Mina Al-Wadi Hospital,Mina Al-Wadi Hospital,hospital,hospital,hospital,,,21.41317296672884,39.90176293642091,OpenStreetMap,True,True,True,mina alwadi hospital,21.41317,39.90176,False,80,8.003711314838336,0.9242478903887889,3.2340720598869632,10.455626294908349,Mina,False,False,False,False,False,False,HUB_042,True,unknown,unknown,unknown,unknown,unknown,0.85,1.0,0.8,88.5,194,194.0,270.557654723127,0.39336712850880673
OSM_WAY_375399296,way,375399296,مستشفى الشفاء الطبي,Hospital Shifa,مستشفى الشفاء الطبي,Hospital Shifa,Hospital Shifa,hospital,hospital,,,,21.415583055937315,39.80652632624844,OpenStreetMap,True,True,True,hospital shifa,21.41558,39.80653,False,80,2.1236810027330493,8.898173106379828,11.695430673810904,19.36025784205364,Haram_Makkah,False,False,False,False,False,False,HUB_043,True,unknown,unknown,unknown,unknown,unknown,0.85,1.0,0.8,88.5,177,177.0,225.31270358306173,0.32758493311055775
OSM_WAY_379522469,way,379522469,مدينة الملك عبدالله الطبية,King Abdullah Medical City Hospital,,King Abdullah Medical City Hospital,King Abdullah Medical City Hospital,hospital,hospital,,yes,,21.38116139449817,39.88130373859744,OpenStreetMap,True,True,True,king abdullah medical city hospital,21.38116,39.8813,False,80,7.2018387020500025,3.5851476114504446,3.3442113945962855,10.527001488458785,Greater_Makkah,False,False,False,False,False,False,HUB_044,True,unknown,unknown,unknown,unknown,unknown,0.85,0.5,0.8,73.5,157,157.0,226.49576547231257,0.32930500145864805
OSM_WAY_457319394,way,457319394,الهلال الاحمر,Hilal Ahmar,الهلال الاحمر,Hilal Ahmar,Hilal Ahmar,hospital,hospital,,,,21.388754680165658,39.92286031123547,OpenStreetMap,True,True,True,hilal ahmar,21.38875,39.92286,False,80,10.891084988097973,4.296368223280465,0.8301335243767982,7.1491628512342915,Muzdalifah,False,False,False,False,False,False,HUB_045,True,unknown,unknown,unknown,unknown,unknown,0.85,1.0,0.8,88.5,161,161.0,215.1107491856677,0.31275218513088043
OSM_WAY_457321838,way,457321838,Eastern Arafat Hospital,Eastern Arafat Hospital,,Eastern Arafat Hospital,Eastern Arafat Hospital,hospital,hospital,hospital,,,21.33468009963513,39.987464969428345,OpenStreetMap,True,True,True,eastern arafat hospital,21.33468,39.98746,False,80,19.43798866587716,13.161863989866413,9.2975117560949,2.2908996560711157,Arafat,False,False,False,False,False,False,HUB_046,True,unknown,unknown,unknown,unknown,unknown,0.85,1.0,0.8,88.5,138,138.0,142.99283387622154,0.2078990539624086
OSM_WAY_457324471,way,457324471,Medical Center,Medical Center,,Medical Center,Medical Center,hospital,hospital,,,,21.371282489216433,39.93799241640427,OpenStreetMap,True,True,True,medical center,21.37128,39.93799,False,80,13.099158006949308,6.7568107006847775,2.869173277213634,4.871533496962375,Greater_Makkah,False,False,False,False,False,False,HUB_047,True,unknown,unknown,unknown,unknown,unknown,0.85,0.5,0.8,73.5,157,157.0,167.67882736156346,0.24379032594158578
OSM_WAY_457454052,way,457454052,مستشفى الملك فيصل التخصصي,King Faisal Hospital,مستشفى الملك فيصل التخصصي,King Faisal Hospital,King Faisal Hospital,hospital,hospital,hospital,,,21.434479471657884,39.85338079811359,OpenStreetMap,True,True,True,king faisal hospital,21.43448,39.85338,False,80,3.0168352576884416,4.4770796740781655,8.214105359809645,15.84789418635475,Haram_Makkah,False,False,False,False,False,False,HUB_048,True,unknown,unknown,unknown,unknown,unknown,0.85,1.0,0.8,88.5,203,203.0,288.9491856677524,0.42010680336284717
OSM_WAY_457509225,way,457509225,SHIFA AL BARAKA MEDICAL CENTER,SHIFA AL BARAKA MEDICAL CENTER,,SHIFA AL BARAKA MEDICAL CENTER,SHIFA AL BARAKA MEDICAL CENTER,hospital,hospital,,,,21.437866521919123,39.804945908681795,OpenStreetMap,True,True,True,shifa al baraka medical center,21.43787,39.80495,False,80,2.5089979321889766,9.382171172495356,12.738496764373261,20.47683414946562,Haram_Makkah,False,False,False,False,False,False,HUB_049,True,unknown,unknown,unknown,unknown,unknown,0.85,1.0,0.8,88.5,166,166.0,213.43713355048837,0.3103188946098207
OSM_WAY_457509472,way,457509472,مستشفى الملك عبد العزيز,Hospital King Abdulaziz,مستشفى الملك عبد العزيز,Hospital King Abdulaziz,Hospital King Abdulaziz,hospital,hospital,,,,21.4417766315203,39.807258528060444,OpenStreetMap,True,True,True,hospital king abdulaziz,21.44178,39.80726,False,80,2.581352101110932,9.241011521481928,12.69088800625123,20.424103047289577,Haram_Makkah,False,False,False,False,False,False,HUB_050,True,unknown,unknown,unknown,unknown,unknown,0.85,1.0,0.8,88.5,159,159.0,206.16351791530923,0.29974369466134704
OSM_WAY_457991013,way,457991013,مستشفى الولادة و الأطفال,Maternity and Children Hospital,مستشفى الولادة و الأطفال,Maternity and Children Hospital,Maternity and Children Hospital,hospital,hospital,,,,21.374555513204054,39.88133151519134,OpenStreetMap,True,True,True,maternity and children hospital,21.37456,39.88133,False,80,7.77978759779661,4.373430087847226,3.5348152682520975,10.505394832081723,Greater_Makkah,False,False,False,False,False,False,HUB_051,True,unknown,unknown,unknown,unknown,unknown,0.85,0.5,0.8,73.5,131,131.0,186.52573289902267,0.27119207556176883
OSM_WAY_457991153,way,457991153,مستشفى قوى الأمن,Security Forces Hospital,,Security Forces Hospital,Security Forces Hospital,hospital,hospital,,,,21.365586333155576,39.8925267743572,OpenStreetMap,True,True,True,security forces hospital,21.36559,39.89253,False,80,9.42637000645254,5.382040140615638,3.1303018556037565,9.236666657821294,Greater_Makkah,False,False,False,False,False,False,HUB_052,True,unknown,unknown,unknown,unknown,unknown,0.85,0.5,0.8,73.5,106,106.0,132.09250814332256,0.19205093523980568
OSM_WAY_461205063,way,461205063,Al Hajj Street Health Center مركز صحي شارع الحج,,Al Hajj Street Health Center مركز صحي شارع الحج,Al Hajj Street Health Center مركز صحي شارع الحج,Al Hajj Street Health Center مركز صحي شارع الحج,hospital,hospital,,,,21.461554449352068,39.850066134435735,OpenStreetMap,True,True,True,al hajj street health center مركز صحي شارع الحج,21.46155,39.85007,False,80,4.846005228646148,6.733023961445912,10.702442714062137,18.020825374840935,Greater_Makkah,False,False,False,False,False,False,HUB_053,True,unknown,unknown,unknown,unknown,unknown,0.85,0.5,0.8,73.5,104,104.0,132.48208469055368,0.19261734541169864
OSM_WAY_520141095,way,520141095,مستشفى الطوارئ بمنى,Mina Emergency Hospital,مستشفى الطوارئ بمنى,Mina Emergency Hospital,Mina Emergency Hospital,hospital,hospital,hospital,,,21.413654430364538,39.88011344235567,OpenStreetMap,True,True,True,mina emergency hospital,21.41365,39.88011,False,80,5.815045056755847,1.2517835211182438,4.698061378702722,12.359313150712929,Mina,False,False,False,False,False,False,HUB_054,True,unknown,unknown,unknown,unknown,unknown,0.85,1.0,0.8,88.5,214,214.0,296.44429967426714,0.43100404253948776
OSM_WAY_589738245,way,589738245,مركز صحي الشافعي,,,مركز صحي الشافعي,مركز صحي الشافعي,hospital,hospital,hospital,,,21.366836045366952,39.77325078563394,OpenStreetMap,True,True,True,مركز صحي الشافعي,21.36684,39.77325,False,80,8.273241105298387,13.419219155773629,14.806864009848539,21.63422615509039,Greater_Makkah,False,False,False,False,False,False,HUB_055,True,unknown,unknown,unknown,unknown,unknown,0.85,0.5,0.8,73.5,7,7.0,7.38827361563518,0.01074190260776001
OSM_WAY_670889758,way,670889758,الهلال الاحمر,Red Crescent,الهلال الاحمر,Red Crescent,Red Crescent,hospital,hospital,hospital,,,21.422420500030203,39.82310754985782,OpenStreetMap,True,True,True,red crescent,21.42242,39.82311,False,80,0.2889844686771238,7.224388425411461,10.330957932310781,18.061533502111264,Haram_Makkah,False,False,False,False,False,False,HUB_056,True,unknown,unknown,unknown,unknown,unknown,0.85,1.0,0.8,88.5,215,215.0,273.32964169381086,0.3973973547318925
OSM_WAY_676402012,way,676402012,المركز الطبي الجامعي,University Medical Center,المركز الطبي الجامعي,University Medical Center,University Medical Center,hospital,hospital,hospital,,,21.408916536018644,39.86400413557941,OpenStreetMap,True,True,True,university medical center,21.40892,39.864,False,80,4.379949857545727,3.0144268336128115,5.841519452836362,13.57969457536936,Greater_Makkah,False,False,False,False,False,False,HUB_057,True,unknown,unknown,unknown,unknown,unknown,0.85,0.5,0.8,73.5,218,218.0,326.17459283387603,0.47422928435306083
OSM_WAY_718113483,way,718113483,مستشفى الحرس الوطني الميداني,National Guard Hospital,مستشفى الحرس الوطني الميداني,National Guard Hospital,National Guard Hospital,hospital,hospital,hospital,,,21.405893675544224,39.89207000859229,OpenStreetMap,True,True,True,national guard hospital,21.40589,39.89207,False,80,7.250065638747362,1.0341898288578586,3.2149538064320984,10.864312135817048,Mina,False,False,False,False,False,False,HUB_058,True,unknown,unknown,unknown,unknown,unknown,0.85,1.0,0.8,88.5,209,209.0,287.0951140065147,0.41741114558825204
OSM_WAY_1086093256,way,1086093256,مركز مكة الطبي,Makkah Medical Center,مركز مكة الطبي,Makkah Medical Center,Makkah Medical Center,hospital,hospital,hospital,,"6765, Al Madinah Al Munawarah Road",21.494956940814124,39.793966464315474,OpenStreetMap,True,True,True,makkah medical center,21.49496,39.79397,False,100,8.332694807188426,13.40576412162839,17.30171488699532,24.791614844024913,Greater_Makkah,False,False,False,False,False,False,HUB_059,True,unknown,unknown,unknown,unknown,unknown,0.85,0.5,1.0,77.49999999999999,5,5.0,5.813029315960912,0.008451635390974566
